payment_id,order_id,user_id,payment_method,amount,payment_status
PAY005990,ORD005990,USR00567,UPI,1000.17,Success
PAY005991,ORD005991,USR00666,Net Banking,171065.01,Success
PAY005992,ORD005992,USR01332,Debit Card,4693.47,Success
PAY005993,ORD005993,USR01799,UPI,29534.68,Pending
PAY005994,ORD005994,USR01070,Net Banking,3114.92,Success
PAY005995,ORD005995,USR02350,Net Banking,2149.26,Refunded
PAY005996,ORD005996,USR00408,Cash on Delivery,21532.48,Success
PAY005997,ORD005997,USR01213,Net Banking,12697.17,Success
PAY005998,ORD005998,USR01854,Net Banking,11963.82,Success
PAY005999,ORD005999,USR01153,Cash on Delivery,4925.68,Pending
PAY006000,ORD006000,USR01142,Cash on Delivery,4237.91,Pending
PAY006001,ORD006001,USR00144,Debit Card,123974.46,Success
PAY006002,ORD006002,USR02490,Credit Card,15151.11,Success
PAY006003,ORD006003,USR00487,UPI,40768.2,Success
PAY006004,ORD006004,USR00860,Net Banking,15990.84,Success
PAY006005,ORD006005,USR01936,UPI,932.08,Success
PAY006006,ORD006006,USR00148,Credit Card,51252.78,Success
PAY006007,ORD006007,USR01360,Net Banking,895.29,Success
PAY006008,ORD006008,USR01358,Net Banking,6959.68,Failed
PAY006009,ORD006009,USR00090,Cash on Delivery,1860.5,Success
PAY006010,ORD006010,USR01358,Cash on Delivery,275732.44,Success
PAY006011,ORD006011,USR00199,Credit Card,9611.97,Success
PAY006012,ORD006012,USR00538,Credit Card,9797.28,Success
PAY006013,ORD006013,USR00301,Net Banking,6015.64,Success
PAY006014,ORD006014,USR00724,Net Banking,5055.9,Success
PAY006015,ORD006015,USR01599,UPI,717.24,Success
PAY006016,ORD006016,USR01460,Cash on Delivery,981.12,Success
PAY006017,ORD006017,USR00068,Credit Card,1164.0,Success
PAY006018,ORD006018,USR01538,Debit Card,4580.92,Success
PAY006019,ORD006019,USR00398,Cash on Delivery,31013.6,Success
PAY006020,ORD006020,USR00620,Credit Card,67291.26,Success
PAY006021,ORD006021,USR01585,UPI,5454.51,Success
PAY006022,ORD006022,USR01164,Cash on Delivery,2974.78,Refunded
PAY006023,ORD006023,USR00730,Net Banking,57044.72,Success
PAY006024,ORD006024,USR00556,Cash on Delivery,39179.55,Success
PAY006025,ORD006025,USR01953,Net Banking,7379.51,Success
PAY006026,ORD006026,USR01752,Cash on Delivery,1013.64,Success
PAY006027,ORD006027,USR02330,UPI,17466.14,Success
PAY006028,ORD006028,USR00996,Cash on Delivery,108874.89,Success
PAY006029,ORD006029,USR01960,UPI,34762.2,Failed
PAY006030,ORD006030,USR01602,Credit Card,36866.47,Success
PAY006031,ORD006031,USR01481,Cash on Delivery,31856.93,Success
PAY006032,ORD006032,USR02135,UPI,8721.39,Success
PAY006033,ORD006033,USR01103,Credit Card,3722.4,Refunded
PAY006034,ORD006034,USR02352,UPI,6047.43,Success
PAY006035,ORD006035,USR01404,Credit Card,124094.84,Success
PAY006036,ORD006036,USR02178,Net Banking,2290.46,Success
PAY006037,ORD006037,USR01300,Credit Card,149024.14,Success
PAY006038,ORD006038,USR01723,Debit Card,6531.52,Failed
PAY006039,ORD006039,USR00899,Cash on Delivery,5345.32,Success
PAY006040,ORD006040,USR01207,UPI,542.72,Pending
PAY006041,ORD006041,USR01536,Debit Card,136626.0,Success
PAY006042,ORD006042,USR00078,Net Banking,5792.1,Success
PAY006043,ORD006043,USR01533,Net Banking,1804.96,Success
PAY006044,ORD006044,USR00238,UPI,254236.4,Success
PAY006045,ORD006045,USR01158,UPI,774.51,Success
PAY006046,ORD006046,USR01997,Credit Card,11628.52,Success
PAY006047,ORD006047,USR01216,Net Banking,1712.74,Success
PAY006048,ORD006048,USR00278,Credit Card,1178.84,Failed
PAY006049,ORD006049,USR00524,Credit Card,4341.04,Pending
PAY006050,ORD006050,USR00180,Debit Card,6064.32,Success
PAY006051,ORD006051,USR00123,UPI,337.0,Success
PAY006052,ORD006052,USR01270,Cash on Delivery,4058.34,Success
PAY006053,ORD006053,USR01758,Credit Card,4504.38,Success
PAY006054,ORD006054,USR01095,Credit Card,13638.08,Success
PAY006055,ORD006055,USR00480,Debit Card,1450.15,Success
PAY006056,ORD006056,USR01798,Net Banking,79450.9,Success
PAY006057,ORD006057,USR02132,Credit Card,1430.1,Success
PAY006058,ORD006058,USR02405,Cash on Delivery,6698.03,Success
PAY006059,ORD006059,USR00816,Debit Card,1089.8,Success
PAY006060,ORD006060,USR00443,Debit Card,11072.32,Success
PAY006061,ORD006061,USR00143,Credit Card,3749.48,Failed
PAY006062,ORD006062,USR00192,Net Banking,681.4,Pending
PAY006063,ORD006063,USR01411,Credit Card,714.08,Success
PAY006064,ORD006064,USR00378,Cash on Delivery,6030.059999999999,Success
PAY006065,ORD006065,USR00535,Credit Card,1686.09,Success
PAY006066,ORD006066,USR01717,Cash on Delivery,25381.29,Success
PAY006067,ORD006067,USR01033,Debit Card,3857.76,Success
PAY006068,ORD006068,USR01411,UPI,224740.08,Success
PAY006069,ORD006069,USR02141,UPI,207165.03,Success
PAY006070,ORD006070,USR01990,Credit Card,895.29,Success
PAY006071,ORD006071,USR01178,Debit Card,1391.53,Success
PAY006072,ORD006072,USR00405,Credit Card,15285.12,Success
PAY006073,ORD006073,USR01173,UPI,98777.98,Success
PAY006074,ORD006074,USR00889,UPI,15028.04,Pending
PAY006075,ORD006075,USR00422,Debit Card,1727.77,Success
PAY006076,ORD006076,USR01642,Credit Card,5259.48,Pending
PAY006077,ORD006077,USR00472,Credit Card,7433.67,Success
PAY006078,ORD006078,USR00547,UPI,10660.56,Success
PAY006079,ORD006079,USR00631,Cash on Delivery,1845.93,Success
PAY006080,ORD006080,USR01038,UPI,2157.08,Success
PAY006081,ORD006081,USR01830,Cash on Delivery,1028.4,Success
PAY006082,ORD006082,USR00364,Credit Card,29543.62,Success
PAY006083,ORD006083,USR02167,Cash on Delivery,5687.26,Success
PAY006084,ORD006084,USR00546,UPI,9152.0,Success
PAY006085,ORD006085,USR00634,Credit Card,6001.64,Refunded
PAY006086,ORD006086,USR01937,Debit Card,15420.6,Pending
PAY006087,ORD006087,USR01681,Net Banking,65295.86,Success
PAY006088,ORD006088,USR00963,Cash on Delivery,6625.08,Success
PAY006089,ORD006089,USR00883,Net Banking,224740.08,Pending
PAY006090,ORD006090,USR00871,Net Banking,20307.44,Pending
PAY006091,ORD006091,USR00516,Net Banking,3536.31,Success
PAY006092,ORD006092,USR01421,Net Banking,7823.34,Success
PAY006093,ORD006093,USR00866,Cash on Delivery,38786.97,Failed
PAY006094,ORD006094,USR02154,Credit Card,2856.32,Success
PAY006095,ORD006095,USR01109,UPI,2920.02,Success
PAY006096,ORD006096,USR00214,Credit Card,3580.0,Success
PAY006097,ORD006097,USR02245,UPI,11540.7,Success
PAY006098,ORD006098,USR00019,Net Banking,28059.32,Success
PAY006099,ORD006099,USR00642,Credit Card,192263.16,Success
PAY006100,ORD006100,USR01105,Cash on Delivery,13304.88,Success
PAY006101,ORD006101,USR00330,Debit Card,4755.72,Success
PAY006102,ORD006102,USR00866,UPI,2452.8,Success
PAY006103,ORD006103,USR00774,Cash on Delivery,2796.24,Success
PAY006104,ORD006104,USR00392,Cash on Delivery,11439.2,Success
PAY006105,ORD006105,USR00637,Credit Card,6573.8,Success
PAY006106,ORD006106,USR02355,Net Banking,2748.87,Success
PAY006107,ORD006107,USR01026,Debit Card,562.03,Success
PAY006108,ORD006108,USR01675,UPI,1298.01,Refunded
PAY006109,ORD006109,USR00740,Credit Card,5887.53,Success
PAY006110,ORD006110,USR01546,Net Banking,2813.82,Success
PAY006111,ORD006111,USR00469,Net Banking,1701.54,Failed
PAY006112,ORD006112,USR02260,Cash on Delivery,1788.18,Success
PAY006113,ORD006113,USR01136,Debit Card,19219.42,Refunded
PAY006114,ORD006114,USR01032,Cash on Delivery,2783.06,Pending
PAY006115,ORD006115,USR00874,UPI,7317.719999999999,Success
PAY006116,ORD006116,USR00460,Debit Card,87712.32,Success
PAY006117,ORD006117,USR02301,UPI,3911.67,Success
PAY006118,ORD006118,USR01550,Cash on Delivery,924.2,Success
PAY006119,ORD006119,USR00752,Net Banking,1204.08,Success
PAY006120,ORD006120,USR01462,Net Banking,36866.47,Refunded
PAY006121,ORD006121,USR01778,Cash on Delivery,3941.78,Success
PAY006122,ORD006122,USR00854,Cash on Delivery,12413.48,Success
PAY006123,ORD006123,USR02284,UPI,1243.05,Success
PAY006124,ORD006124,USR01330,Cash on Delivery,13133.1,Success
PAY006125,ORD006125,USR00478,Debit Card,2944.48,Success
PAY006126,ORD006126,USR02264,Debit Card,110599.41,Success
PAY006127,ORD006127,USR00135,UPI,1904.28,Success
PAY006128,ORD006128,USR01153,Cash on Delivery,10468.2,Success
PAY006129,ORD006129,USR00410,Credit Card,5331.51,Success
PAY006130,ORD006130,USR01446,UPI,7825.5,Pending
PAY006131,ORD006131,USR01318,Cash on Delivery,3554.34,Success
PAY006132,ORD006132,USR01270,Debit Card,714.08,Failed
PAY006133,ORD006133,USR01580,Cash on Delivery,3213.78,Success
PAY006134,ORD006134,USR00086,Net Banking,31724.84,Success
PAY006135,ORD006135,USR01866,Debit Card,169402.44,Pending
PAY006136,ORD006136,USR01470,Credit Card,10807.77,Pending
PAY006137,ORD006137,USR00378,Cash on Delivery,34090.27,Success
PAY006138,ORD006138,USR01681,Debit Card,3469.35,Failed
PAY006139,ORD006139,USR01075,UPI,6806.09,Success
PAY006140,ORD006140,USR00242,Cash on Delivery,7825.5,Success
PAY006141,ORD006141,USR00920,Debit Card,4010.92,Refunded
PAY006142,ORD006142,USR01587,UPI,5173.22,Failed
PAY006143,ORD006143,USR02314,Debit Card,3941.78,Pending
PAY006144,ORD006144,USR01272,Net Banking,118899.96,Success
PAY006145,ORD006145,USR00070,Cash on Delivery,337.0,Success
PAY006146,ORD006146,USR02105,Debit Card,1391.83,Failed
PAY006147,ORD006147,USR01406,Debit Card,15866.16,Success
PAY006148,ORD006148,USR02087,Cash on Delivery,276891.2,Success
PAY006149,ORD006149,USR02008,Credit Card,2486.12,Pending
PAY006150,ORD006150,USR00801,Debit Card,55182.1,Success
PAY006151,ORD006151,USR01042,UPI,7393.04,Refunded
PAY006152,ORD006152,USR00825,UPI,36625.44,Success
PAY006153,ORD006153,USR00756,UPI,7708.08,Success
PAY006154,ORD006154,USR02400,Net Banking,1497.78,Success
PAY006155,ORD006155,USR01996,Debit Card,1626.64,Success
PAY006156,ORD006156,USR01840,Credit Card,1515.79,Success
PAY006157,ORD006157,USR01322,Cash on Delivery,15767.12,Success
PAY006158,ORD006158,USR02331,Net Banking,3534.2,Success
PAY006159,ORD006159,USR01610,Cash on Delivery,6752.48,Success
PAY006160,ORD006160,USR00110,Cash on Delivery,3722.4,Success
PAY006161,ORD006161,USR01017,Net Banking,6425.4,Success
PAY006162,ORD006162,USR01962,Credit Card,60066.33,Success
PAY006163,ORD006163,USR01770,Credit Card,1727.47,Success
PAY006164,ORD006164,USR00025,Debit Card,2041.91,Success
PAY006165,ORD006165,USR00843,Net Banking,18303.51,Success
PAY006166,ORD006166,USR00738,Debit Card,10674.74,Success
PAY006167,ORD006167,USR02105,UPI,14841.12,Failed
PAY006168,ORD006168,USR00180,Credit Card,2586.61,Success
PAY006169,ORD006169,USR00232,Credit Card,3893.36,Success
PAY006170,ORD006170,USR01918,Debit Card,1838.02,Success
PAY006171,ORD006171,USR00343,Cash on Delivery,6752.789999999999,Success
PAY006172,ORD006172,USR00477,Credit Card,2790.56,Success
PAY006173,ORD006173,USR01823,UPI,7426.650000000001,Refunded
PAY006174,ORD006174,USR00455,Credit Card,127051.83,Failed
PAY006175,ORD006175,USR01256,Credit Card,207832.8,Success
PAY006176,ORD006176,USR00289,Net Banking,18311.73,Success
PAY006177,ORD006177,USR01237,Credit Card,2631.4,Success
PAY006178,ORD006178,USR02306,Debit Card,120106.04,Refunded
PAY006179,ORD006179,USR00530,Debit Card,2768.08,Success
PAY006180,ORD006180,USR02277,Debit Card,11089.56,Success
PAY006181,ORD006181,USR00596,Cash on Delivery,122712.46,Pending
PAY006182,ORD006182,USR00435,Debit Card,13304.88,Failed
PAY006183,ORD006183,USR00882,Debit Card,11777.92,Success
PAY006184,ORD006184,USR01782,UPI,124094.84,Success
PAY006185,ORD006185,USR00402,Credit Card,8397.4,Success
PAY006186,ORD006186,USR02136,UPI,877.47,Success
PAY006187,ORD006187,USR01566,Net Banking,1544.84,Success
PAY006188,ORD006188,USR00309,Cash on Delivery,964.44,Pending
PAY006189,ORD006189,USR00343,Debit Card,4420.74,Success
PAY006190,ORD006190,USR00436,Cash on Delivery,97943.79,Success
PAY006191,ORD006191,USR00177,Credit Card,15285.12,Success
PAY006192,ORD006192,USR00139,Debit Card,15201.56,Success
PAY006193,ORD006193,USR00194,Debit Card,31379.72,Refunded
PAY006194,ORD006194,USR01185,Net Banking,3808.89,Success
PAY006195,ORD006195,USR00943,Net Banking,39497.04,Success
PAY006196,ORD006196,USR00525,Net Banking,826.68,Success
PAY006197,ORD006197,USR01625,Credit Card,13863.28,Success
PAY006198,ORD006198,USR02258,Credit Card,4022.0,Success
PAY006199,ORD006199,USR00741,Cash on Delivery,3580.0,Success
PAY006200,ORD006200,USR00862,Net Banking,2974.78,Refunded
PAY006201,ORD006201,USR00954,Net Banking,3454.94,Pending
PAY006202,ORD006202,USR01303,Net Banking,12610.4,Success
PAY006203,ORD006203,USR01275,Cash on Delivery,146070.96,Success
PAY006204,ORD006204,USR01744,Credit Card,3414.42,Success
PAY006205,ORD006205,USR02188,Cash on Delivery,1430.1,Success
PAY006206,ORD006206,USR00792,UPI,102505.56,Success
PAY006207,ORD006207,USR00546,Net Banking,6340.96,Success
PAY006208,ORD006208,USR01845,Debit Card,3418.66,Success
PAY006209,ORD006209,USR01017,UPI,2942.06,Success
PAY006210,ORD006210,USR01928,Net Banking,476.7,Success
PAY006211,ORD006211,USR01554,Credit Card,334.0,Success
PAY006212,ORD006212,USR00057,Cash on Delivery,3000.51,Success
PAY006213,ORD006213,USR02160,UPI,5712.88,Success
PAY006214,ORD006214,USR00005,Net Banking,3808.56,Success
PAY006215,ORD006215,USR01438,Net Banking,15050.97,Success
PAY006216,ORD006216,USR01363,Credit Card,3550.41,Success
PAY006217,ORD006217,USR01821,Net Banking,994.74,Success
PAY006218,ORD006218,USR01283,Net Banking,4119.31,Success
PAY006219,ORD006219,USR02138,Cash on Delivery,2686.24,Failed
PAY006220,ORD006220,USR01274,Debit Card,9860.7,Success
PAY006221,ORD006221,USR01132,UPI,607.66,Pending
PAY006222,ORD006222,USR00668,Cash on Delivery,696.16,Success
PAY006223,ORD006223,USR01282,Cash on Delivery,7272.68,Success
PAY006224,ORD006224,USR00997,UPI,981.12,Success
PAY006225,ORD006225,USR01927,Net Banking,5082.54,Refunded
PAY006226,ORD006226,USR00282,Credit Card,337.0,Success
PAY006227,ORD006227,USR01228,Net Banking,7421.2,Success
PAY006228,ORD006228,USR02064,Credit Card,210705.76,Success
PAY006229,ORD006229,USR00936,Credit Card,654.74,Success
PAY006230,ORD006230,USR00254,Cash on Delivery,7221.52,Success
PAY006231,ORD006231,USR01212,UPI,861.12,Success
PAY006232,ORD006232,USR00329,Net Banking,63170.81999999999,Success
PAY006233,ORD006233,USR01421,Net Banking,542.72,Pending
PAY006234,ORD006234,USR01541,Debit Card,973.34,Failed
PAY006235,ORD006235,USR01193,Cash on Delivery,8085.76,Pending
PAY006236,ORD006236,USR01717,UPI,10674.74,Success
PAY006237,ORD006237,USR02414,Credit Card,43245.12,Pending
PAY006238,ORD006238,USR01202,Net Banking,86190.99,Success
PAY006239,ORD006239,USR00655,UPI,1861.2,Success
PAY006240,ORD006240,USR01386,Debit Card,3721.0,Pending
PAY006241,ORD006241,USR00760,Debit Card,2584.96,Success
PAY006242,ORD006242,USR01799,Debit Card,4868.58,Success
PAY006243,ORD006243,USR01064,Debit Card,1848.4,Pending
PAY006244,ORD006244,USR00416,UPI,5119.049999999999,Success
PAY006245,ORD006245,USR00255,Credit Card,5627.64,Failed
PAY006246,ORD006246,USR01167,Cash on Delivery,3444.48,Success
PAY006247,ORD006247,USR01877,UPI,68180.54,Success
PAY006248,ORD006248,USR00900,Cash on Delivery,3415.73,Refunded
PAY006249,ORD006249,USR02059,Debit Card,68921.7,Pending
PAY006250,ORD006250,USR00026,Net Banking,33756.74,Success
PAY006251,ORD006251,USR00421,Debit Card,362.09,Success
PAY006252,ORD006252,USR01245,UPI,817.3499999999999,Success
PAY006253,ORD006253,USR01877,Debit Card,92254.54,Refunded
PAY006254,ORD006254,USR01261,Cash on Delivery,12713.73,Success
PAY006255,ORD006255,USR02285,Debit Card,31023.71,Success
PAY006256,ORD006256,USR01009,Cash on Delivery,135942.38,Success
PAY006257,ORD006257,USR00219,Debit Card,3933.75,Success
PAY006258,ORD006258,USR01511,UPI,11628.52,Success
PAY006259,ORD006259,USR01960,Debit Card,649.97,Success
PAY006260,ORD006260,USR00663,Cash on Delivery,2878.12,Success
PAY006261,ORD006261,USR00990,Credit Card,3286.18,Success
PAY006262,ORD006262,USR00189,Credit Card,9878.04,Success
PAY006263,ORD006263,USR00255,Cash on Delivery,1993.96,Success
PAY006264,ORD006264,USR00068,Credit Card,24638.14,Success
PAY006265,ORD006265,USR00616,Debit Card,3203.99,Success
PAY006266,ORD006266,USR02384,Net Banking,11735.01,Success
PAY006267,ORD006267,USR00874,UPI,4478.52,Failed
PAY006268,ORD006268,USR02348,Credit Card,3114.92,Refunded
PAY006269,ORD006269,USR01626,Credit Card,4576.0,Success
PAY006270,ORD006270,USR00357,Cash on Delivery,31856.93,Success
PAY006271,ORD006271,USR00256,Credit Card,192263.16,Success
PAY006272,ORD006272,USR01008,Debit Card,93603.26,Success
PAY006273,ORD006273,USR02401,UPI,80276.52,Success
PAY006274,ORD006274,USR01756,UPI,232424.64,Success
PAY006275,ORD006275,USR00284,Net Banking,205011.12,Success
PAY006276,ORD006276,USR00099,Debit Card,1861.2,Refunded
PAY006277,ORD006277,USR00197,Cash on Delivery,10807.77,Success
PAY006278,ORD006278,USR00878,Net Banking,6047.43,Success
PAY006279,ORD006279,USR01869,Credit Card,6630.33,Success
PAY006280,ORD006280,USR01389,Net Banking,11146.56,Pending
PAY006281,ORD006281,USR02416,Cash on Delivery,6715.83,Success
PAY006282,ORD006282,USR00570,Credit Card,10020.15,Success
PAY006283,ORD006283,USR01066,Cash on Delivery,15387.6,Refunded
PAY006284,ORD006284,USR00422,UPI,5768.34,Success
PAY006285,ORD006285,USR01205,Debit Card,236167.2,Success
PAY006286,ORD006286,USR00545,Cash on Delivery,3496.82,Success
PAY006287,ORD006287,USR00071,Debit Card,39179.55,Success
PAY006288,ORD006288,USR01224,Net Banking,3990.22,Success
PAY006289,ORD006289,USR00768,UPI,42698.96,Success
PAY006290,ORD006290,USR02355,Net Banking,12357.93,Success
PAY006291,ORD006291,USR01707,UPI,6279.84,Success
PAY006292,ORD006292,USR02425,Debit Card,4039.4,Success
PAY006293,ORD006293,USR00655,Credit Card,1467.12,Success
PAY006294,ORD006294,USR02447,Debit Card,7420.56,Success
PAY006295,ORD006295,USR01797,UPI,26430.36,Success
PAY006296,ORD006296,USR00221,Net Banking,586.92,Success
PAY006297,ORD006297,USR00182,Debit Card,36291.63,Success
PAY006298,ORD006298,USR00307,Cash on Delivery,203534.01,Success
PAY006299,ORD006299,USR01420,Credit Card,10468.2,Success
PAY006300,ORD006300,USR01014,UPI,23174.8,Pending
PAY006301,ORD006301,USR02052,Net Banking,36291.63,Success
PAY006302,ORD006302,USR00848,Credit Card,11966.55,Success
PAY006303,ORD006303,USR00804,Net Banking,1430.1,Success
PAY006304,ORD006304,USR00215,UPI,7220.460000000001,Success
PAY006305,ORD006305,USR01444,UPI,24419.84,Pending
PAY006306,ORD006306,USR00101,Cash on Delivery,489.21,Success
PAY006307,ORD006307,USR00573,Debit Card,3433.24,Failed
PAY006308,ORD006308,USR01333,Debit Card,3301.77,Refunded
PAY006309,ORD006309,USR00658,Net Banking,2077.76,Pending
PAY006310,ORD006310,USR01534,Credit Card,3696.52,Success
PAY006311,ORD006311,USR01657,UPI,8617.88,Success
PAY006312,ORD006312,USR00226,Debit Card,91664.73,Success
PAY006313,ORD006313,USR00105,Net Banking,65941.52,Pending
PAY006314,ORD006314,USR01998,Cash on Delivery,23044.73,Success
PAY006315,ORD006315,USR00772,Net Banking,12413.48,Success
PAY006316,ORD006316,USR00429,UPI,88733.43000000001,Success
PAY006317,ORD006317,USR00434,Credit Card,911.49,Success
PAY006318,ORD006318,USR01231,Net Banking,158533.28,Success
PAY006319,ORD006319,USR00866,Debit Card,14759.02,Refunded
PAY006320,ORD006320,USR02416,UPI,144404.9,Success
PAY006321,ORD006321,USR00251,Cash on Delivery,165283.12,Success
PAY006322,ORD006322,USR00856,Cash on Delivery,3622.28,Success
PAY006323,ORD006323,USR01194,Cash on Delivery,6825.4,Success
PAY006324,ORD006324,USR00561,Cash on Delivery,11695.88,Success
PAY006325,ORD006325,USR01470,Net Banking,1026.75,Success
PAY006326,ORD006326,USR02342,Debit Card,8238.84,Success
PAY006327,ORD006327,USR00919,Debit Card,932.08,Success
PAY006328,ORD006328,USR01174,Cash on Delivery,145166.52,Success
PAY006329,ORD006329,USR00433,Debit Card,998.52,Success
PAY006330,ORD006330,USR02107,Credit Card,6459.8,Success
PAY006331,ORD006331,USR00969,Net Banking,79450.9,Success
PAY006332,ORD006332,USR00836,Cash on Delivery,5514.24,Refunded
PAY006333,ORD006333,USR02247,Cash on Delivery,21327.33,Success
PAY006334,ORD006334,USR02263,Net Banking,3676.04,Success
PAY006335,ORD006335,USR00898,Cash on Delivery,2475.55,Pending
PAY006336,ORD006336,USR00472,Cash on Delivery,25381.29,Success
PAY006337,ORD006337,USR00247,UPI,14026.7,Pending
PAY006338,ORD006338,USR02430,Net Banking,23467.08,Success
PAY006339,ORD006339,USR00991,Net Banking,5814.26,Success
PAY006340,ORD006340,USR00927,Cash on Delivery,11895.92,Success
PAY006341,ORD006341,USR01192,UPI,569.04,Success
PAY006342,ORD006342,USR01075,Cash on Delivery,666.3,Pending
PAY006343,ORD006343,USR01835,Net Banking,3418.89,Success
PAY006344,ORD006344,USR00689,Debit Card,6528.900000000001,Success
PAY006345,ORD006345,USR02428,UPI,54067.18,Success
PAY006346,ORD006346,USR01485,UPI,120147.86,Success
PAY006347,ORD006347,USR00960,Cash on Delivery,2149.26,Success
PAY006348,ORD006348,USR00478,Cash on Delivery,2686.24,Pending
PAY006349,ORD006349,USR00707,Cash on Delivery,18311.73,Refunded
PAY006350,ORD006350,USR01138,Cash on Delivery,7035.84,Success
PAY006351,ORD006351,USR00754,Net Banking,6607.59,Success
PAY006352,ORD006352,USR01660,Debit Card,192263.16,Success
PAY006353,ORD006353,USR00588,Debit Card,194065.47,Success
PAY006354,ORD006354,USR01335,Net Banking,14682.6,Success
PAY006355,ORD006355,USR01493,Credit Card,84227.76,Success
PAY006356,ORD006356,USR01848,Credit Card,4208.07,Success
PAY006357,ORD006357,USR00207,UPI,5057.32,Success
PAY006358,ORD006358,USR02199,Net Banking,8159.68,Success
PAY006359,ORD006359,USR00165,Net Banking,40179.4,Success
PAY006360,ORD006360,USR01999,Cash on Delivery,263545.8,Success
PAY006361,ORD006361,USR02085,Debit Card,613.2,Success
PAY006362,ORD006362,USR00333,Debit Card,6238.54,Success
PAY006363,ORD006363,USR00403,Debit Card,4298.52,Success
PAY006364,ORD006364,USR00414,Net Banking,2856.32,Success
PAY006365,ORD006365,USR00045,Debit Card,96165.26,Success
PAY006366,ORD006366,USR02254,Net Banking,2201.18,Success
PAY006367,ORD006367,USR00062,Net Banking,7975.84,Success
PAY006368,ORD006368,USR02468,UPI,2527.95,Success
PAY006369,ORD006369,USR00868,Net Banking,380.72,Success
PAY006370,ORD006370,USR01492,UPI,40300.92,Success
PAY006371,ORD006371,USR00019,Cash on Delivery,20757.72,Refunded
PAY006372,ORD006372,USR00365,Debit Card,602.04,Failed
PAY006373,ORD006373,USR02476,Debit Card,11498.04,Pending
PAY006374,ORD006374,USR01141,Cash on Delivery,6119.76,Success
PAY006375,ORD006375,USR00580,Cash on Delivery,7891.28,Refunded
PAY006376,ORD006376,USR00546,Credit Card,2009.46,Pending
PAY006377,ORD006377,USR01730,Debit Card,5719.6,Failed
PAY006378,ORD006378,USR02373,Cash on Delivery,224.06,Success
PAY006379,ORD006379,USR00055,Debit Card,149024.14,Failed
PAY006380,ORD006380,USR00778,Net Banking,3857.76,Success
PAY006381,ORD006381,USR00042,Debit Card,1906.8,Success
PAY006382,ORD006382,USR01321,Credit Card,2469.51,Success
PAY006383,ORD006383,USR00231,Credit Card,165299.28,Success
PAY006384,ORD006384,USR00453,Net Banking,3786.43,Pending
PAY006385,ORD006385,USR02442,Debit Card,77573.94,Success
PAY006386,ORD006386,USR01546,Debit Card,11895.92,Success
PAY006387,ORD006387,USR01382,UPI,2524.23,Refunded
PAY006388,ORD006388,USR01468,UPI,1336.33,Success
PAY006389,ORD006389,USR01152,Debit Card,63449.68,Success
PAY006390,ORD006390,USR02440,Net Banking,3893.36,Refunded
PAY006391,ORD006391,USR01217,Debit Card,4054.56,Success
PAY006392,ORD006392,USR00881,Credit Card,1777.17,Success
PAY006393,ORD006393,USR00085,Net Banking,4758.86,Success
PAY006394,ORD006394,USR01054,Net Banking,11439.2,Success
PAY006395,ORD006395,USR00049,UPI,33150.06,Success
PAY006396,ORD006396,USR01169,UPI,49388.99,Success
PAY006397,ORD006397,USR00069,Debit Card,14166.36,Success
PAY006398,ORD006398,USR01702,Net Banking,2082.32,Failed
PAY006399,ORD006399,USR01599,Credit Card,955.08,Pending
PAY006400,ORD006400,USR02195,Net Banking,4525.74,Success
PAY006401,ORD006401,USR01870,Net Banking,719.53,Success
PAY006402,ORD006402,USR01016,Cash on Delivery,46127.27,Success
PAY006403,ORD006403,USR00446,Cash on Delivery,9978.66,Failed
PAY006404,ORD006404,USR02269,Cash on Delivery,3074.69,Success
PAY006405,ORD006405,USR01402,UPI,3164.16,Success
PAY006406,ORD006406,USR02143,Cash on Delivery,930.6,Success
PAY006407,ORD006407,USR00262,UPI,1848.4,Failed
PAY006408,ORD006408,USR01849,Debit Card,1552.0,Success
PAY006409,ORD006409,USR00897,Credit Card,73746.87,Refunded
PAY006410,ORD006410,USR01095,Net Banking,3412.7,Success
PAY006411,ORD006411,USR02267,Cash on Delivery,108134.36,Failed
PAY006412,ORD006412,USR01557,Credit Card,3444.48,Success
PAY006413,ORD006413,USR00092,UPI,3710.6,Success
PAY006414,ORD006414,USR00127,UPI,1617.81,Failed
PAY006415,ORD006415,USR00080,Cash on Delivery,7205.88,Success
PAY006416,ORD006416,USR01848,Debit Card,2447.8,Success
PAY006417,ORD006417,USR00983,Debit Card,15345.32,Success
PAY006418,ORD006418,USR00916,Net Banking,4386.66,Success
PAY006419,ORD006419,USR00694,Credit Card,25233.6,Success
PAY006420,ORD006420,USR00025,UPI,1805.38,Pending
PAY006421,ORD006421,USR00156,Net Banking,138381.81,Success
PAY006422,ORD006422,USR01813,Debit Card,23862.52,Success
PAY006423,ORD006423,USR01554,Net Banking,201312.18,Refunded
PAY006424,ORD006424,USR01967,UPI,11408.02,Success
PAY006425,ORD006425,USR01734,Net Banking,3808.89,Success
PAY006426,ORD006426,USR01081,Net Banking,4119.42,Pending
PAY006427,ORD006427,USR01629,Debit Card,1046.56,Success
PAY006428,ORD006428,USR00019,Cash on Delivery,135689.34,Failed
PAY006429,ORD006429,USR01408,Credit Card,1798.5,Failed
PAY006430,ORD006430,USR01217,Credit Card,27178.8,Success
PAY006431,ORD006431,USR02285,Credit Card,3786.43,Success
PAY006432,ORD006432,USR01411,Net Banking,8085.76,Failed
