log_id,product_id,change_quantity,log_type,log_date
LOG004925,PROD0143,35,Return,2025-11-21
LOG004926,PROD0285,20,Stock Out,2025-01-18
LOG004927,PROD0236,7,Stock In,2025-06-22
LOG004928,PROD0109,9,Stock Out,2025-06-17
LOG004929,PROD0350,45,Stock In,2025-08-04
LOG004930,PROD0138,13,Stock In,2025-02-05
LOG004931,PROD0380,26,Stock In,2025-09-04
LOG004932,PROD0112,8,Stock Out,2025-11-18
LOG004933,PROD0070,42,Stock Out,2025-09-17
LOG004934,PROD0344,6,Stock In,2025-09-26
LOG004935,PROD0408,8,Stock Out,2025-06-02
LOG004936,PROD0152,14,Stock In,2026-02-03
LOG004937,PROD0309,28,Stock In,2025-07-05
LOG004938,PROD0093,40,Stock Out,2025-11-08
LOG004939,PROD0367,42,Return,2025-03-29
LOG004940,PROD0415,31,Return,2025-02-20
LOG004941,PROD0127,37,Return,2025-12-11
LOG004942,PROD0490,14,Return,2025-03-09
LOG004943,PROD0278,36,Stock In,2025-04-16
LOG004944,PROD0266,2,Stock In,2025-11-22
LOG004945,PROD0445,26,Return,2025-05-08
LOG004946,PROD0426,48,Stock Out,2025-10-20
LOG004947,PROD0337,5,Stock In,2025-05-10
LOG004948,PROD0377,40,Return,2025-03-05
LOG004949,PROD0307,50,Stock Out,2025-10-06
LOG004950,PROD0085,3,Return,2026-02-04
LOG004951,PROD0447,7,Return,2025-09-21
LOG004952,PROD0479,48,Stock In,2025-06-06
LOG004953,PROD0453,24,Stock In,2025-08-09
LOG004954,PROD0184,50,Stock Out,2025-05-23
LOG004955,PROD0008,23,Return,2025-04-27
LOG004956,PROD0381,9,Stock In,2025-12-15
LOG004957,PROD0010,22,Stock In,2025-12-06
LOG004958,PROD0358,27,Stock Out,2025-02-27
LOG004959,PROD0006,20,Stock Out,2025-02-07
LOG004960,PROD0443,39,Stock Out,2025-01-16
LOG004961,PROD0006,35,Stock Out,2025-02-20
LOG004962,PROD0155,48,Return,2026-01-23
LOG004963,PROD0210,31,Stock In,2025-10-19
LOG004964,PROD0110,28,Stock In,2025-07-16
LOG004965,PROD0210,31,Stock In,2025-12-19
LOG004966,PROD0353,20,Return,2025-09-21
LOG004967,PROD0240,49,Stock Out,2025-05-03
LOG004968,PROD0041,33,Return,2025-09-22
LOG004969,PROD0352,33,Stock In,2025-01-16
LOG004970,PROD0140,23,Stock Out,2025-11-23
LOG004971,PROD0174,18,Return,2026-01-01
LOG004972,PROD0440,17,Stock In,2025-11-10
LOG004973,PROD0334,10,Return,2025-02-06
LOG004974,PROD0418,5,Stock Out,2025-06-03
LOG004975,PROD0254,13,Stock In,2026-01-09
LOG004976,PROD0261,5,Stock Out,2025-03-19
LOG004977,PROD0323,30,Stock In,2025-04-07
LOG004978,PROD0297,4,Return,2025-08-29
LOG004979,PROD0204,24,Return,2025-12-21
LOG004980,PROD0117,44,Stock In,2025-05-16
LOG004981,PROD0082,34,Return,2025-04-12
LOG004982,PROD0430,38,Stock In,2025-03-10
LOG004983,PROD0026,23,Return,2025-03-23
LOG004984,PROD0219,15,Stock In,2025-04-08
LOG004985,PROD0235,25,Return,2025-05-05
LOG004986,PROD0246,28,Stock In,2025-01-17
LOG004987,PROD0050,49,Stock In,2025-10-08
LOG004988,PROD0185,20,Stock Out,2025-11-29
LOG004989,PROD0011,23,Stock In,2025-09-12
LOG004990,PROD0141,32,Stock In,2026-01-29
LOG004991,PROD0399,29,Return,2025-03-11
LOG004992,PROD0040,25,Stock In,2025-05-21
LOG004993,PROD0214,48,Stock In,2025-08-20
LOG004994,PROD0365,10,Stock In,2025-03-25
LOG004995,PROD0070,15,Return,2025-03-01
LOG004996,PROD0203,4,Return,2025-05-21
LOG004997,PROD0311,24,Stock In,2025-07-07
LOG004998,PROD0066,4,Return,2025-01-28
LOG004999,PROD0465,13,Return,2025-07-31
LOG005000,PROD0086,4,Stock Out,2026-01-13
LOG005001,PROD0083,22,Stock Out,2026-01-05
LOG005002,PROD0366,8,Stock Out,2025-02-20
LOG005003,PROD0164,4,Return,2025-08-31
LOG005004,PROD0458,4,Return,2025-12-12
LOG005005,PROD0167,48,Stock In,2025-05-16
LOG005006,PROD0097,3,Stock Out,2025-08-30
LOG005007,PROD0410,5,Stock Out,2025-10-16
LOG005008,PROD0313,1,Stock In,2025-07-13
LOG005009,PROD0264,47,Stock Out,2025-06-17
LOG005010,PROD0115,11,Return,2025-04-15
LOG005011,PROD0446,21,Return,2025-04-12
LOG005012,PROD0034,14,Stock In,2025-10-09
LOG005013,PROD0346,12,Stock Out,2026-01-30
LOG005014,PROD0411,23,Stock Out,2025-10-15
LOG005015,PROD0180,35,Stock Out,2025-01-20
LOG005016,PROD0005,7,Stock In,2025-09-30
LOG005017,PROD0487,16,Return,2025-09-25
LOG005018,PROD0022,40,Stock In,2025-11-27
LOG005019,PROD0241,27,Return,2025-12-23
LOG005020,PROD0389,13,Stock In,2025-03-31
LOG005021,PROD0323,44,Stock Out,2025-09-19
LOG005022,PROD0242,15,Return,2025-04-17
LOG005023,PROD0361,7,Stock Out,2025-02-05
LOG005024,PROD0482,31,Stock In,2025-01-06
LOG005025,PROD0355,49,Return,2025-05-04
LOG005026,PROD0374,32,Stock Out,2025-07-30
LOG005027,PROD0467,49,Return,2025-07-29
LOG005028,PROD0197,27,Stock Out,2025-02-25
LOG005029,PROD0110,15,Stock Out,2025-05-05
LOG005030,PROD0052,16,Return,2025-11-27
LOG005031,PROD0084,6,Return,2025-07-21
LOG005032,PROD0014,4,Stock Out,2025-10-26
LOG005033,PROD0131,41,Return,2026-01-15
LOG005034,PROD0094,30,Stock In,2026-01-03
LOG005035,PROD0195,48,Return,2025-10-14
LOG005036,PROD0085,8,Return,2026-01-23
LOG005037,PROD0431,43,Stock Out,2025-04-04
LOG005038,PROD0271,19,Stock In,2025-09-22
LOG005039,PROD0179,26,Stock In,2026-02-05
LOG005040,PROD0424,33,Return,2025-09-04
LOG005041,PROD0234,13,Stock In,2025-09-21
LOG005042,PROD0122,48,Stock Out,2025-05-07
LOG005043,PROD0230,33,Return,2025-08-31
LOG005044,PROD0163,45,Return,2025-10-18
LOG005045,PROD0499,36,Return,2025-10-26
LOG005046,PROD0491,6,Return,2025-07-08
LOG005047,PROD0201,37,Stock In,2025-09-15
LOG005048,PROD0263,1,Stock Out,2025-11-26
LOG005049,PROD0357,9,Stock In,2025-12-09
LOG005050,PROD0139,23,Stock In,2025-04-11
LOG005051,PROD0210,19,Stock In,2025-12-27
LOG005052,PROD0312,19,Stock Out,2025-09-04
LOG005053,PROD0458,50,Return,2025-10-10
LOG005054,PROD0207,47,Stock Out,2026-01-22
LOG005055,PROD0070,36,Return,2025-01-29
LOG005056,PROD0184,14,Stock Out,2025-11-08
LOG005057,PROD0043,4,Stock In,2025-04-25
LOG005058,PROD0366,25,Stock Out,2025-02-23
LOG005059,PROD0096,12,Stock Out,2025-11-03
LOG005060,PROD0033,46,Stock In,2025-12-28
LOG005061,PROD0267,5,Return,2025-04-16
LOG005062,PROD0330,30,Stock Out,2025-06-05
LOG005063,PROD0463,16,Return,2025-03-22
LOG005064,PROD0030,43,Stock In,2025-03-27
LOG005065,PROD0075,39,Stock Out,2025-01-29
LOG005066,PROD0150,47,Stock In,2025-07-07
LOG005067,PROD0001,11,Stock Out,2025-01-13
LOG005068,PROD0161,45,Stock In,2025-10-26
LOG005069,PROD0336,12,Stock Out,2025-05-24
LOG005070,PROD0352,15,Stock In,2025-08-08
LOG005071,PROD0040,3,Stock In,2025-01-29
LOG005072,PROD0217,28,Return,2025-02-07
LOG005073,PROD0464,24,Stock In,2025-12-04
LOG005074,PROD0082,5,Stock In,2025-08-26
LOG005075,PROD0349,31,Stock Out,2025-07-29
LOG005076,PROD0146,30,Stock Out,2025-03-08
LOG005077,PROD0451,37,Stock In,2025-08-22
LOG005078,PROD0124,12,Stock In,2026-01-24
LOG005079,PROD0422,19,Stock In,2025-09-10
LOG005080,PROD0076,49,Return,2025-07-15
LOG005081,PROD0237,7,Stock Out,2025-07-11
LOG005082,PROD0388,6,Return,2025-12-25
LOG005083,PROD0052,32,Return,2025-08-20
LOG005084,PROD0305,4,Stock In,2025-01-12
LOG005085,PROD0190,48,Stock In,2025-12-10
LOG005086,PROD0311,48,Return,2025-04-04
LOG005087,PROD0101,15,Stock Out,2025-05-24
LOG005088,PROD0065,34,Return,2025-04-27
LOG005089,PROD0281,50,Return,2025-01-08
LOG005090,PROD0063,46,Stock In,2025-01-16
LOG005091,PROD0294,20,Stock Out,2025-03-21
LOG005092,PROD0013,35,Stock Out,2025-11-16
LOG005093,PROD0469,28,Stock In,2025-03-17
LOG005094,PROD0421,41,Return,2025-04-07
LOG005095,PROD0425,33,Return,2025-03-20
LOG005096,PROD0483,5,Return,2025-02-25
LOG005097,PROD0395,32,Return,2025-06-08
LOG005098,PROD0495,17,Return,2025-06-15
LOG005099,PROD0139,32,Stock Out,2025-04-09
LOG005100,PROD0201,49,Stock Out,2025-04-13
LOG005101,PROD0211,37,Return,2025-09-15
LOG005102,PROD0355,45,Stock Out,2026-01-14
LOG005103,PROD0027,5,Stock Out,2025-07-04
LOG005104,PROD0460,17,Stock In,2025-07-02
LOG005105,PROD0470,21,Return,2025-01-07
LOG005106,PROD0079,12,Stock In,2025-11-16
LOG005107,PROD0383,21,Stock Out,2025-06-07
LOG005108,PROD0376,9,Stock In,2025-11-11
LOG005109,PROD0260,50,Stock In,2025-11-09
LOG005110,PROD0364,4,Stock In,2025-05-08
LOG005111,PROD0337,43,Stock In,2025-06-16
LOG005112,PROD0241,16,Stock In,2025-08-13
LOG005113,PROD0298,7,Stock In,2026-01-28
LOG005114,PROD0012,37,Stock Out,2025-03-06
LOG005115,PROD0075,15,Stock Out,2025-12-03
LOG005116,PROD0118,44,Return,2025-09-02
LOG005117,PROD0063,17,Return,2025-08-22
LOG005118,PROD0134,46,Stock In,2025-07-25
LOG005119,PROD0294,5,Stock Out,2025-04-21
LOG005120,PROD0306,16,Return,2025-05-10
LOG005121,PROD0451,23,Stock In,2025-09-02
LOG005122,PROD0189,34,Stock Out,2025-02-19
LOG005123,PROD0050,8,Stock In,2026-01-27
LOG005124,PROD0361,35,Stock Out,2025-07-24
LOG005125,PROD0237,34,Return,2025-10-19
LOG005126,PROD0244,42,Stock In,2025-08-08
LOG005127,PROD0183,41,Stock Out,2026-01-06
LOG005128,PROD0490,49,Stock In,2025-12-28
LOG005129,PROD0355,3,Stock In,2026-01-12
LOG005130,PROD0199,48,Stock In,2025-01-20
LOG005131,PROD0472,8,Stock In,2025-12-23
LOG005132,PROD0192,30,Stock Out,2025-04-21
LOG005133,PROD0243,25,Return,2025-01-30
LOG005134,PROD0368,17,Stock In,2025-06-09
LOG005135,PROD0015,32,Stock In,2025-03-31
LOG005136,PROD0065,8,Return,2025-08-06
LOG005137,PROD0123,41,Stock Out,2025-01-03
LOG005138,PROD0043,30,Stock Out,2025-08-31
LOG005139,PROD0204,39,Stock In,2026-01-21
LOG005140,PROD0081,45,Return,2026-01-11
LOG005141,PROD0277,41,Return,2025-04-10
LOG005142,PROD0114,19,Stock In,2025-07-06
LOG005143,PROD0346,17,Stock In,2025-11-09
LOG005144,PROD0096,4,Return,2025-05-08
LOG005145,PROD0319,22,Return,2025-10-08
LOG005146,PROD0274,37,Return,2026-01-09
LOG005147,PROD0337,41,Return,2026-01-31
LOG005148,PROD0117,5,Return,2025-05-09
LOG005149,PROD0055,19,Return,2025-03-03
LOG005150,PROD0358,48,Stock In,2025-08-11
LOG005151,PROD0090,50,Return,2025-04-23
LOG005152,PROD0435,50,Return,2025-10-24
LOG005153,PROD0126,39,Return,2025-11-19
LOG005154,PROD0173,33,Stock Out,2026-01-20
LOG005155,PROD0397,42,Stock Out,2025-12-10
LOG005156,PROD0283,32,Return,2025-06-24
LOG005157,PROD0350,14,Return,2025-05-19
LOG005158,PROD0459,24,Return,2025-03-27
LOG005159,PROD0183,42,Return,2025-07-01
LOG005160,PROD0070,21,Stock In,2026-01-02
LOG005161,PROD0393,24,Stock In,2025-01-19
LOG005162,PROD0390,11,Stock In,2025-10-31
LOG005163,PROD0025,9,Stock In,2025-03-27
LOG005164,PROD0443,44,Stock In,2025-08-29
LOG005165,PROD0278,15,Stock In,2025-05-13
LOG005166,PROD0340,12,Stock In,2025-11-22
LOG005167,PROD0035,29,Return,2025-05-08
LOG005168,PROD0036,20,Return,2025-02-28
LOG005169,PROD0304,9,Stock In,2026-02-03
LOG005170,PROD0237,24,Return,2025-01-09
LOG005171,PROD0315,13,Stock In,2025-07-21
LOG005172,PROD0244,11,Stock In,2025-12-18
LOG005173,PROD0413,19,Stock Out,2025-04-30
LOG005174,PROD0174,10,Stock In,2025-10-23
LOG005175,PROD0012,41,Return,2025-09-02
LOG005176,PROD0252,12,Stock Out,2025-01-21
LOG005177,PROD0393,16,Stock Out,2025-10-01
LOG005178,PROD0164,9,Stock In,2025-02-20
LOG005179,PROD0282,4,Stock In,2025-09-21
LOG005180,PROD0398,27,Stock In,2025-06-13
LOG005181,PROD0010,38,Stock In,2025-01-08
LOG005182,PROD0260,4,Stock Out,2025-08-10
LOG005183,PROD0189,26,Stock In,2025-12-10
LOG005184,PROD0310,34,Return,2025-09-29
LOG005185,PROD0351,28,Stock In,2025-01-09
LOG005186,PROD0305,1,Return,2025-03-13
LOG005187,PROD0248,4,Stock In,2025-01-27
LOG005188,PROD0498,34,Stock In,2025-09-24
LOG005189,PROD0418,50,Return,2025-02-19
LOG005190,PROD0121,46,Return,2025-07-11
LOG005191,PROD0188,22,Return,2026-01-04
LOG005192,PROD0423,3,Stock In,2025-02-25
LOG005193,PROD0484,40,Stock Out,2025-07-05
LOG005194,PROD0287,2,Stock Out,2025-09-10
LOG005195,PROD0267,13,Return,2025-04-09
LOG005196,PROD0429,43,Stock Out,2025-11-20
LOG005197,PROD0464,1,Return,2025-12-30
LOG005198,PROD0485,7,Stock Out,2025-03-08
LOG005199,PROD0342,36,Stock Out,2025-06-25
LOG005200,PROD0072,26,Return,2025-07-02
LOG005201,PROD0361,42,Stock In,2025-05-13
LOG005202,PROD0143,9,Return,2026-02-01
LOG005203,PROD0328,1,Return,2025-12-31
LOG005204,PROD0151,11,Stock Out,2025-09-27
LOG005205,PROD0331,44,Return,2025-02-21
LOG005206,PROD0056,34,Stock Out,2025-09-30
LOG005207,PROD0223,19,Return,2025-01-08
LOG005208,PROD0246,5,Return,2025-10-29
LOG005209,PROD0382,35,Stock In,2025-04-18
LOG005210,PROD0068,23,Return,2025-08-27
LOG005211,PROD0303,17,Stock Out,2025-12-11
LOG005212,PROD0329,9,Return,2025-07-18
LOG005213,PROD0454,49,Return,2025-11-05
LOG005214,PROD0258,34,Stock In,2025-11-25
LOG005215,PROD0353,8,Stock Out,2025-08-29
LOG005216,PROD0035,6,Stock In,2026-02-02
LOG005217,PROD0117,36,Return,2025-07-25
LOG005218,PROD0373,35,Stock Out,2025-08-16
LOG005219,PROD0384,29,Stock In,2025-09-20
LOG005220,PROD0451,9,Stock Out,2025-07-12
LOG005221,PROD0317,27,Stock In,2025-07-05
LOG005222,PROD0138,40,Stock In,2025-02-02
LOG005223,PROD0020,39,Stock In,2025-09-27
LOG005224,PROD0469,11,Return,2025-06-29
LOG005225,PROD0172,31,Return,2026-01-18
LOG005226,PROD0117,26,Stock In,2025-02-12
LOG005227,PROD0181,44,Stock Out,2025-11-26
LOG005228,PROD0476,30,Stock In,2026-02-02
LOG005229,PROD0495,11,Stock In,2025-12-29
LOG005230,PROD0237,26,Stock Out,2025-11-10
LOG005231,PROD0093,18,Stock Out,2025-02-03
LOG005232,PROD0065,37,Return,2025-07-24
LOG005233,PROD0166,19,Return,2025-12-07
LOG005234,PROD0230,4,Stock Out,2025-02-24
LOG005235,PROD0409,50,Return,2025-12-13
LOG005236,PROD0148,34,Stock Out,2026-01-31
LOG005237,PROD0468,47,Return,2025-07-30
LOG005238,PROD0074,35,Stock In,2025-03-28
LOG005239,PROD0103,13,Stock In,2026-01-17
LOG005240,PROD0201,26,Stock Out,2025-11-03
LOG005241,PROD0228,38,Stock In,2025-05-17
LOG005242,PROD0187,21,Return,2025-01-23
LOG005243,PROD0411,25,Stock In,2025-06-12
LOG005244,PROD0400,15,Stock Out,2025-04-13
LOG005245,PROD0354,15,Stock Out,2025-04-08
LOG005246,PROD0413,31,Stock Out,2025-11-17
LOG005247,PROD0367,42,Return,2025-10-30
LOG005248,PROD0489,8,Return,2025-09-26
LOG005249,PROD0260,18,Stock Out,2025-07-22
LOG005250,PROD0448,20,Stock Out,2026-01-21
LOG005251,PROD0337,8,Stock In,2025-09-02
LOG005252,PROD0011,6,Stock In,2025-08-16
LOG005253,PROD0182,45,Return,2025-06-05
LOG005254,PROD0164,33,Return,2025-10-03
LOG005255,PROD0452,37,Return,2025-10-15
LOG005256,PROD0087,21,Return,2025-08-15
LOG005257,PROD0019,28,Return,2025-07-11
LOG005258,PROD0333,24,Stock Out,2025-07-27
LOG005259,PROD0350,40,Stock In,2025-01-02
LOG005260,PROD0475,16,Return,2025-02-27
LOG005261,PROD0437,2,Stock Out,2025-04-20
LOG005262,PROD0131,45,Stock In,2025-08-05
LOG005263,PROD0378,1,Stock In,2025-06-06
LOG005264,PROD0364,24,Stock In,2025-01-18
LOG005265,PROD0408,12,Return,2025-02-24
LOG005266,PROD0050,47,Stock Out,2025-07-12
LOG005267,PROD0416,46,Stock Out,2025-03-01
LOG005268,PROD0298,14,Stock In,2025-07-29
LOG005269,PROD0403,16,Return,2025-03-10
LOG005270,PROD0233,34,Return,2025-07-10
LOG005271,PROD0500,19,Stock In,2025-01-05
LOG005272,PROD0298,42,Stock Out,2025-03-28
LOG005273,PROD0391,17,Stock Out,2025-02-23
LOG005274,PROD0256,16,Return,2026-01-25
LOG005275,PROD0163,34,Stock Out,2025-08-25
LOG005276,PROD0479,40,Return,2025-06-08
LOG005277,PROD0240,43,Stock In,2025-10-11
LOG005278,PROD0215,26,Stock In,2025-12-02
LOG005279,PROD0007,15,Return,2025-07-29
LOG005280,PROD0496,46,Stock In,2025-02-04
LOG005281,PROD0057,14,Stock Out,2025-01-21
LOG005282,PROD0039,17,Return,2025-10-29
LOG005283,PROD0335,50,Return,2025-04-21
LOG005284,PROD0005,35,Return,2025-01-25
LOG005285,PROD0496,8,Stock Out,2025-01-23
LOG005286,PROD0466,18,Stock In,2025-05-09
LOG005287,PROD0477,6,Stock In,2025-08-25
LOG005288,PROD0258,26,Return,2025-02-24
LOG005289,PROD0188,49,Stock In,2025-08-25
LOG005290,PROD0077,32,Return,2025-06-23
LOG005291,PROD0468,28,Stock In,2026-01-28
LOG005292,PROD0279,19,Stock Out,2025-06-22
LOG005293,PROD0036,23,Return,2025-09-25
LOG005294,PROD0293,3,Stock Out,2025-02-01
LOG005295,PROD0377,29,Stock In,2025-07-27
LOG005296,PROD0406,35,Stock Out,2025-02-02
LOG005297,PROD0147,28,Stock Out,2025-03-02
LOG005298,PROD0198,18,Stock Out,2025-07-10
LOG005299,PROD0326,4,Return,2025-01-03
LOG005300,PROD0162,39,Return,2025-05-02
LOG005301,PROD0308,30,Stock Out,2025-12-14
LOG005302,PROD0158,32,Stock In,2025-09-14
LOG005303,PROD0003,29,Return,2025-06-24
LOG005304,PROD0491,30,Stock Out,2025-09-18
LOG005305,PROD0460,30,Stock In,2025-06-06
LOG005306,PROD0073,18,Stock Out,2025-07-17
LOG005307,PROD0376,32,Stock Out,2025-09-22
LOG005308,PROD0034,8,Stock Out,2025-05-15
LOG005309,PROD0404,44,Stock In,2026-01-06
LOG005310,PROD0371,48,Stock In,2025-04-30
LOG005311,PROD0195,20,Return,2025-10-12
LOG005312,PROD0432,12,Return,2026-02-01
LOG005313,PROD0037,9,Return,2025-02-26
LOG005314,PROD0142,31,Stock In,2025-02-04
LOG005315,PROD0321,43,Stock Out,2026-01-28
LOG005316,PROD0121,11,Stock In,2025-01-01
LOG005317,PROD0421,18,Stock In,2025-01-03
LOG005318,PROD0461,17,Return,2025-07-09
LOG005319,PROD0366,38,Stock In,2025-04-20
LOG005320,PROD0242,8,Stock Out,2025-07-02
LOG005321,PROD0413,6,Stock Out,2026-01-22
LOG005322,PROD0012,40,Stock In,2025-02-25
LOG005323,PROD0481,36,Return,2025-02-25
LOG005324,PROD0296,11,Stock Out,2025-01-30
LOG005325,PROD0051,25,Stock Out,2025-07-19
LOG005326,PROD0487,11,Return,2025-06-29
LOG005327,PROD0094,14,Return,2025-07-16
LOG005328,PROD0190,2,Stock In,2026-01-02
LOG005329,PROD0198,33,Return,2025-12-25
LOG005330,PROD0304,7,Return,2025-08-08
LOG005331,PROD0333,16,Stock In,2025-08-15
LOG005332,PROD0189,26,Return,2025-06-26
LOG005333,PROD0076,23,Stock Out,2026-02-02
LOG005334,PROD0438,40,Stock Out,2025-11-09
LOG005335,PROD0161,20,Return,2025-09-26
LOG005336,PROD0320,27,Stock In,2025-08-27
LOG005337,PROD0219,45,Return,2025-09-10
LOG005338,PROD0110,30,Stock In,2025-12-08
LOG005339,PROD0346,45,Stock Out,2025-10-27
LOG005340,PROD0041,22,Stock Out,2025-06-30
LOG005341,PROD0253,31,Stock Out,2025-09-25
LOG005342,PROD0212,14,Stock Out,2025-09-29
LOG005343,PROD0060,39,Stock In,2025-07-01
LOG005344,PROD0404,44,Stock Out,2025-05-04
LOG005345,PROD0204,24,Stock Out,2025-01-08
LOG005346,PROD0253,44,Return,2025-10-19
LOG005347,PROD0159,19,Stock In,2025-07-29
LOG005348,PROD0469,4,Stock Out,2025-03-17
LOG005349,PROD0046,37,Stock In,2026-01-18
LOG005350,PROD0384,42,Stock In,2025-01-26
LOG005351,PROD0136,9,Return,2026-01-23
LOG005352,PROD0266,32,Stock In,2025-10-24
LOG005353,PROD0471,4,Stock Out,2025-09-10
LOG005354,PROD0120,50,Return,2025-03-21
LOG005355,PROD0051,22,Stock In,2025-03-28
LOG005356,PROD0172,8,Stock Out,2025-08-16
LOG005357,PROD0236,17,Return,2025-01-27
LOG005358,PROD0430,7,Return,2025-09-18
LOG005359,PROD0259,47,Stock In,2025-05-26
LOG005360,PROD0044,29,Stock Out,2025-03-16
LOG005361,PROD0423,50,Return,2026-02-05
LOG005362,PROD0367,5,Stock In,2025-01-23
LOG005363,PROD0184,28,Stock In,2025-06-12
LOG005364,PROD0376,47,Stock Out,2025-03-22
LOG005365,PROD0496,47,Return,2025-07-21
LOG005366,PROD0071,50,Return,2025-01-02
LOG005367,PROD0214,7,Return,2025-05-22
LOG005368,PROD0031,16,Stock In,2025-12-23
LOG005369,PROD0425,9,Stock In,2025-10-01
LOG005370,PROD0203,20,Stock Out,2025-04-11
LOG005371,PROD0160,39,Return,2025-09-25
LOG005372,PROD0130,44,Stock In,2025-01-03
LOG005373,PROD0312,4,Stock Out,2025-08-09
LOG005374,PROD0018,25,Stock In,2025-12-17
LOG005375,PROD0024,39,Stock Out,2025-02-20
LOG005376,PROD0115,4,Return,2025-10-14
LOG005377,PROD0405,31,Return,2025-02-23
LOG005378,PROD0282,4,Stock Out,2025-05-10
LOG005379,PROD0314,41,Return,2025-12-31
LOG005380,PROD0058,2,Return,2025-11-04
LOG005381,PROD0022,9,Stock In,2025-04-20
LOG005382,PROD0231,18,Stock Out,2026-01-14
LOG005383,PROD0320,44,Stock Out,2026-02-02
LOG005384,PROD0405,11,Return,2025-08-12
LOG005385,PROD0423,44,Stock In,2025-04-13
LOG005386,PROD0147,18,Stock In,2025-02-09
LOG005387,PROD0134,21,Stock Out,2025-03-15
LOG005388,PROD0193,39,Return,2025-07-01
LOG005389,PROD0229,33,Return,2025-10-05
LOG005390,PROD0316,38,Stock Out,2025-10-06
LOG005391,PROD0456,19,Return,2025-07-22
LOG005392,PROD0449,29,Return,2025-09-23
LOG005393,PROD0187,36,Return,2025-04-23
LOG005394,PROD0356,42,Stock In,2026-02-04
LOG005395,PROD0314,21,Stock In,2025-04-25
LOG005396,PROD0224,2,Stock In,2025-02-15
LOG005397,PROD0464,46,Stock Out,2025-12-29
LOG005398,PROD0500,26,Stock In,2025-08-12
LOG005399,PROD0042,49,Stock Out,2025-08-11
LOG005400,PROD0156,13,Stock In,2025-05-02
LOG005401,PROD0417,7,Stock In,2025-06-27
LOG005402,PROD0252,44,Stock Out,2025-12-28
LOG005403,PROD0473,23,Stock In,2026-01-02
LOG005404,PROD0324,36,Return,2025-11-15
LOG005405,PROD0240,25,Return,2025-01-12
LOG005406,PROD0277,9,Stock Out,2025-11-14
LOG005407,PROD0444,34,Stock In,2025-12-29
LOG005408,PROD0472,23,Return,2025-12-18
LOG005409,PROD0046,46,Stock Out,2025-08-30
LOG005410,PROD0338,15,Stock Out,2025-03-26
LOG005411,PROD0153,11,Stock Out,2025-12-13
LOG005412,PROD0434,45,Stock In,2025-07-07
LOG005413,PROD0222,16,Stock Out,2025-10-19
LOG005414,PROD0396,14,Stock In,2025-04-03
LOG005415,PROD0376,6,Stock Out,2025-05-16
LOG005416,PROD0296,38,Stock Out,2025-12-21
LOG005417,PROD0335,6,Return,2025-05-27
LOG005418,PROD0001,26,Return,2025-05-15
LOG005419,PROD0080,19,Stock Out,2025-03-20
LOG005420,PROD0128,46,Return,2025-09-12
LOG005421,PROD0127,18,Stock Out,2025-01-04
LOG005422,PROD0005,28,Stock In,2025-10-19
LOG005423,PROD0475,31,Stock Out,2025-07-29
LOG005424,PROD0487,47,Stock In,2026-01-14
LOG005425,PROD0177,32,Return,2025-09-19
LOG005426,PROD0086,26,Return,2025-11-10
LOG005427,PROD0041,37,Stock In,2025-07-31
LOG005428,PROD0248,33,Stock In,2025-12-07
LOG005429,PROD0289,12,Stock Out,2025-12-18
LOG005430,PROD0397,39,Stock In,2025-09-18
LOG005431,PROD0482,10,Return,2025-11-22
LOG005432,PROD0187,17,Stock In,2025-10-28
LOG005433,PROD0325,3,Return,2025-04-02
LOG005434,PROD0280,25,Stock In,2025-03-22
LOG005435,PROD0107,21,Stock In,2025-04-05
LOG005436,PROD0478,42,Return,2025-09-12
LOG005437,PROD0369,19,Stock Out,2025-04-19
LOG005438,PROD0079,11,Return,2025-02-15
LOG005439,PROD0072,8,Stock In,2025-03-09
LOG005440,PROD0006,10,Return,2025-09-12
LOG005441,PROD0239,3,Stock Out,2026-01-15
LOG005442,PROD0328,11,Stock Out,2025-10-16
LOG005443,PROD0445,34,Return,2025-02-18
LOG005444,PROD0248,21,Stock In,2025-07-06
LOG005445,PROD0410,16,Stock In,2025-07-15
LOG005446,PROD0231,14,Return,2025-08-02
LOG005447,PROD0375,14,Return,2025-03-16
LOG005448,PROD0147,35,Stock In,2025-11-03
LOG005449,PROD0390,2,Return,2025-04-13
LOG005450,PROD0264,13,Stock In,2025-05-20
LOG005451,PROD0339,50,Stock Out,2025-11-10
LOG005452,PROD0065,44,Return,2025-05-06
LOG005453,PROD0037,39,Return,2025-02-11
LOG005454,PROD0348,11,Stock In,2025-12-27
LOG005455,PROD0069,17,Return,2025-10-28
LOG005456,PROD0192,43,Stock In,2025-01-09
LOG005457,PROD0253,20,Stock Out,2025-07-31
LOG005458,PROD0380,47,Return,2025-02-16
LOG005459,PROD0018,11,Stock In,2025-04-15
LOG005460,PROD0423,22,Stock In,2026-01-07
LOG005461,PROD0081,20,Stock Out,2025-09-24
LOG005462,PROD0198,42,Stock Out,2025-05-03
LOG005463,PROD0445,27,Return,2025-07-31
LOG005464,PROD0182,26,Stock In,2025-04-08
LOG005465,PROD0287,10,Return,2025-08-08
LOG005466,PROD0012,49,Stock Out,2025-07-02
LOG005467,PROD0337,40,Return,2025-01-17
LOG005468,PROD0352,38,Stock Out,2025-06-08
LOG005469,PROD0054,38,Return,2025-06-16
LOG005470,PROD0233,31,Stock Out,2025-04-05
