shipment_id,order_id,tracking_number,carrier,shipment_date
SHP005440,ORD005440,,,
SHP005441,ORD005441,TRK230598095,Delhivery,2025-01-18
SHP005442,ORD005442,TRK170342278,FedEx,2026-01-18
SHP005443,ORD005443,TRK434042034,BlueDart,2025-07-26
SHP005444,ORD005444,TRK298866466,Delhivery,2026-01-24
SHP005445,ORD005445,TRK341353271,Delhivery,2025-06-19
SHP005446,ORD005446,,,
SHP005447,ORD005447,TRK185166245,Delhivery,2025-02-03
SHP005448,ORD005448,TRK185163306,BlueDart,2025-03-23
SHP005449,ORD005449,TRK489214809,Delhivery,2025-06-30
SHP005450,ORD005450,TRK433718488,BlueDart,2025-11-13
SHP005451,ORD005451,TRK618759421,ExpressBees,2026-01-11
SHP005452,ORD005452,,,
SHP005453,ORD005453,TRK978004089,Delhivery,2025-10-12
SHP005454,ORD005454,TRK724941678,Delhivery,2025-06-19
SHP005455,ORD005455,,,
SHP005456,ORD005456,TRK842548311,BlueDart,2025-12-26
SHP005457,ORD005457,TRK585459680,FedEx,2025-11-09
SHP005458,ORD005458,TRK776361499,Delhivery,2025-04-26
SHP005459,ORD005459,TRK882816492,FedEx,2026-01-14
SHP005460,ORD005460,TRK985401444,FedEx,2025-11-08
SHP005461,ORD005461,,,
SHP005462,ORD005462,TRK109167086,Delhivery,2025-03-08
SHP005463,ORD005463,TRK376579873,BlueDart,2025-08-26
SHP005464,ORD005464,,,
SHP005465,ORD005465,,,
SHP005466,ORD005466,TRK769863988,Delhivery,2026-01-25
SHP005467,ORD005467,,,
SHP005468,ORD005468,TRK886186779,FedEx,2025-04-05
SHP005469,ORD005469,,,
SHP005470,ORD005470,,,
SHP005471,ORD005471,TRK772224729,ExpressBees,2025-03-25
SHP005472,ORD005472,TRK837526631,FedEx,2025-10-22
SHP005473,ORD005473,TRK713638709,ExpressBees,2025-03-05
SHP005474,ORD005474,TRK924887918,FedEx,2025-07-21
SHP005475,ORD005475,TRK672736339,Delhivery,2025-04-26
SHP005476,ORD005476,TRK811237434,Delhivery,2025-06-29
SHP005477,ORD005477,,,
SHP005478,ORD005478,TRK647755947,Delhivery,2025-01-28
SHP005479,ORD005479,TRK805512557,ExpressBees,2025-06-04
SHP005480,ORD005480,TRK344451574,ExpressBees,2026-02-01
SHP005481,ORD005481,TRK183923915,BlueDart,2025-10-19
SHP005482,ORD005482,,,
SHP005483,ORD005483,TRK948797071,BlueDart,2025-02-01
SHP005484,ORD005484,TRK863350355,Delhivery,2025-03-08
SHP005485,ORD005485,,,
SHP005486,ORD005486,,,
SHP005487,ORD005487,TRK286769097,Delhivery,2025-08-05
SHP005488,ORD005488,TRK118577074,BlueDart,2025-08-22
SHP005489,ORD005489,TRK506691909,BlueDart,2025-07-24
SHP005490,ORD005490,,,
SHP005491,ORD005491,TRK809790133,ExpressBees,2025-06-20
SHP005492,ORD005492,,,
SHP005493,ORD005493,TRK138259855,Delhivery,2025-08-24
SHP005494,ORD005494,TRK437307129,BlueDart,2025-03-30
SHP005495,ORD005495,,,
SHP005496,ORD005496,TRK986554338,FedEx,2025-11-27
SHP005497,ORD005497,TRK346954373,BlueDart,2025-06-07
SHP005498,ORD005498,TRK725503295,Delhivery,2025-07-03
SHP005499,ORD005499,,,
SHP005500,ORD005500,TRK467290214,FedEx,2025-10-31
SHP005501,ORD005501,,,
SHP005502,ORD005502,TRK952092414,FedEx,2025-05-17
SHP005503,ORD005503,,,
SHP005504,ORD005504,,,
SHP005505,ORD005505,,,
SHP005506,ORD005506,TRK432815036,BlueDart,2025-10-30
SHP005507,ORD005507,,,
SHP005508,ORD005508,TRK362526591,Delhivery,2025-01-15
SHP005509,ORD005509,TRK913274240,BlueDart,2025-08-21
SHP005510,ORD005510,TRK860952774,ExpressBees,2026-01-09
SHP005511,ORD005511,TRK279233178,Delhivery,2025-01-03
SHP005512,ORD005512,,,
SHP005513,ORD005513,TRK652294655,FedEx,2025-10-09
SHP005514,ORD005514,,,
SHP005515,ORD005515,TRK397293502,Delhivery,2025-06-05
SHP005516,ORD005516,TRK472437122,ExpressBees,2025-01-04
SHP005517,ORD005517,TRK791877801,FedEx,2025-08-04
SHP005518,ORD005518,,,
SHP005519,ORD005519,,,
SHP005520,ORD005520,TRK182185779,ExpressBees,2025-07-07
SHP005521,ORD005521,,,
SHP005522,ORD005522,TRK239680006,ExpressBees,2025-08-03
SHP005523,ORD005523,TRK995408093,BlueDart,2025-01-13
SHP005524,ORD005524,TRK741465430,ExpressBees,2025-03-29
SHP005525,ORD005525,TRK813579403,BlueDart,2025-01-26
SHP005526,ORD005526,,,
SHP005527,ORD005527,,,
SHP005528,ORD005528,,,
SHP005529,ORD005529,TRK914360122,Delhivery,2026-01-05
SHP005530,ORD005530,,,
SHP005531,ORD005531,TRK705259170,FedEx,2025-10-19
SHP005532,ORD005532,TRK324452866,FedEx,2025-03-30
SHP005533,ORD005533,,,
SHP005534,ORD005534,TRK675252514,ExpressBees,2025-01-27
SHP005535,ORD005535,,,
SHP005536,ORD005536,,,
SHP005537,ORD005537,TRK591879106,Delhivery,2026-02-03
SHP005538,ORD005538,TRK847570838,BlueDart,2025-02-10
SHP005539,ORD005539,TRK660335010,FedEx,2025-07-13
SHP005540,ORD005540,TRK648074353,FedEx,2026-02-04
SHP005541,ORD005541,TRK390284663,FedEx,2025-06-06
SHP005542,ORD005542,,,
SHP005543,ORD005543,TRK316754492,Delhivery,2025-11-16
SHP005544,ORD005544,TRK182350839,ExpressBees,2025-01-18
SHP005545,ORD005545,TRK103603077,FedEx,2025-05-26
SHP005546,ORD005546,TRK570519218,Delhivery,2025-05-16
SHP005547,ORD005547,TRK414185972,BlueDart,2025-10-06
SHP005548,ORD005548,TRK714079278,ExpressBees,2025-10-23
SHP005549,ORD005549,TRK186084950,BlueDart,2025-01-19
SHP005550,ORD005550,TRK382137335,FedEx,2025-10-30
SHP005551,ORD005551,TRK666398604,ExpressBees,2025-04-29
SHP005552,ORD005552,,,
SHP005553,ORD005553,,,
SHP005554,ORD005554,TRK584430074,FedEx,2025-06-29
SHP005555,ORD005555,TRK545128325,FedEx,2025-04-11
SHP005556,ORD005556,TRK994593708,BlueDart,2025-05-08
SHP005557,ORD005557,TRK401837301,BlueDart,2025-04-17
SHP005558,ORD005558,TRK291760661,FedEx,2025-04-01
SHP005559,ORD005559,TRK574424645,FedEx,2025-01-05
SHP005560,ORD005560,TRK332893136,FedEx,2025-03-30
SHP005561,ORD005561,TRK104856787,BlueDart,2025-05-07
SHP005562,ORD005562,TRK106554726,ExpressBees,2025-07-05
SHP005563,ORD005563,TRK728091820,FedEx,2025-02-06
SHP005564,ORD005564,TRK279166534,FedEx,2025-01-22
SHP005565,ORD005565,TRK156006357,ExpressBees,2025-03-22
SHP005566,ORD005566,TRK994580919,Delhivery,2025-07-14
SHP005567,ORD005567,,,
SHP005568,ORD005568,,,
SHP005569,ORD005569,,,
SHP005570,ORD005570,TRK908508535,Delhivery,2025-02-02
SHP005571,ORD005571,TRK208845941,FedEx,2025-03-01
SHP005572,ORD005572,,,
SHP005573,ORD005573,TRK672467299,BlueDart,2026-01-10
SHP005574,ORD005574,TRK702880659,ExpressBees,2025-04-28
SHP005575,ORD005575,TRK621879969,ExpressBees,2025-06-25
SHP005576,ORD005576,TRK165319171,ExpressBees,2025-05-29
SHP005577,ORD005577,TRK935452572,BlueDart,2025-06-19
SHP005578,ORD005578,TRK549106608,BlueDart,2026-01-04
SHP005579,ORD005579,TRK783996101,ExpressBees,2025-12-17
SHP005580,ORD005580,TRK997050799,BlueDart,2025-01-20
SHP005581,ORD005581,TRK742636296,BlueDart,2025-04-27
SHP005582,ORD005582,TRK900752411,ExpressBees,2025-07-29
SHP005583,ORD005583,TRK772806818,FedEx,2025-10-28
SHP005584,ORD005584,TRK684243920,BlueDart,2025-09-17
SHP005585,ORD005585,TRK311635800,BlueDart,2025-10-12
SHP005586,ORD005586,TRK258668392,ExpressBees,2025-10-16
SHP005587,ORD005587,TRK906101318,BlueDart,2025-05-29
SHP005588,ORD005588,TRK712833213,BlueDart,2025-12-25
SHP005589,ORD005589,TRK258663515,Delhivery,2025-04-20
SHP005590,ORD005590,TRK973777666,BlueDart,2025-11-17
SHP005591,ORD005591,,,
SHP005592,ORD005592,TRK391699514,Delhivery,2026-01-24
SHP005593,ORD005593,TRK160029558,BlueDart,2026-02-04
SHP005594,ORD005594,TRK185497547,FedEx,2025-05-09
SHP005595,ORD005595,TRK223567390,FedEx,2025-04-12
SHP005596,ORD005596,,,
SHP005597,ORD005597,TRK505234604,ExpressBees,2025-06-01
SHP005598,ORD005598,TRK285553026,ExpressBees,2025-05-09
SHP005599,ORD005599,,,
SHP005600,ORD005600,TRK647366410,ExpressBees,2025-03-28
SHP005601,ORD005601,,,
SHP005602,ORD005602,,,
SHP005603,ORD005603,TRK121891253,FedEx,2025-03-10
SHP005604,ORD005604,TRK194280430,Delhivery,2025-01-06
SHP005605,ORD005605,TRK933436399,BlueDart,2025-10-04
SHP005606,ORD005606,TRK546107995,ExpressBees,2025-01-17
SHP005607,ORD005607,,,
SHP005608,ORD005608,,,
SHP005609,ORD005609,,,
SHP005610,ORD005610,TRK680552393,Delhivery,2026-01-16
SHP005611,ORD005611,TRK953649462,FedEx,2025-10-06
SHP005612,ORD005612,TRK136977050,Delhivery,2025-11-30
SHP005613,ORD005613,TRK598569115,FedEx,2025-05-02
SHP005614,ORD005614,TRK359744254,FedEx,2025-03-06
SHP005615,ORD005615,TRK284443622,FedEx,2025-03-09
SHP005616,ORD005616,,,
SHP005617,ORD005617,,,
SHP005618,ORD005618,TRK656797923,FedEx,2025-05-22
SHP005619,ORD005619,TRK212409352,BlueDart,2025-02-18
SHP005620,ORD005620,TRK975229373,ExpressBees,2025-03-26
SHP005621,ORD005621,TRK716575257,ExpressBees,2025-10-25
SHP005622,ORD005622,TRK597941358,FedEx,2025-02-02
SHP005623,ORD005623,TRK493842117,FedEx,2025-08-18
SHP005624,ORD005624,TRK772057240,ExpressBees,2026-02-07
SHP005625,ORD005625,,,
SHP005626,ORD005626,TRK793270269,BlueDart,2026-01-22
SHP005627,ORD005627,TRK788501275,FedEx,2025-11-05
SHP005628,ORD005628,,,
SHP005629,ORD005629,TRK874022949,FedEx,2025-06-12
SHP005630,ORD005630,,,
SHP005631,ORD005631,TRK134357932,Delhivery,2025-11-07
SHP005632,ORD005632,TRK588147828,ExpressBees,2025-11-14
SHP005633,ORD005633,,,
SHP005634,ORD005634,TRK626964274,ExpressBees,2025-01-31
SHP005635,ORD005635,TRK261394561,FedEx,2025-03-04
SHP005636,ORD005636,TRK179647430,BlueDart,2025-03-16
SHP005637,ORD005637,,,
SHP005638,ORD005638,,,
SHP005639,ORD005639,TRK640720381,FedEx,2025-07-28
SHP005640,ORD005640,,,
SHP005641,ORD005641,,,
SHP005642,ORD005642,TRK991648995,Delhivery,2025-09-05
SHP005643,ORD005643,,,
SHP005644,ORD005644,TRK697595749,FedEx,2025-06-09
SHP005645,ORD005645,TRK766708798,BlueDart,2025-11-01
SHP005646,ORD005646,,,
SHP005647,ORD005647,,,
SHP005648,ORD005648,TRK119862804,ExpressBees,2025-03-25
SHP005649,ORD005649,TRK562621380,FedEx,2025-02-05
SHP005650,ORD005650,TRK550116474,Delhivery,2025-01-11
SHP005651,ORD005651,,,
SHP005652,ORD005652,TRK476031774,Delhivery,2025-04-07
SHP005653,ORD005653,TRK790432940,BlueDart,2025-11-04
SHP005654,ORD005654,TRK160023796,Delhivery,2026-02-03
SHP005655,ORD005655,TRK812868265,BlueDart,2025-05-20
SHP005656,ORD005656,TRK458876723,Delhivery,2025-11-28
SHP005657,ORD005657,TRK557075708,ExpressBees,2025-02-18
SHP005658,ORD005658,TRK488338416,Delhivery,2025-10-18
SHP005659,ORD005659,TRK497723893,ExpressBees,2025-04-18
SHP005660,ORD005660,TRK350545994,BlueDart,2025-08-19
SHP005661,ORD005661,,,
SHP005662,ORD005662,,,
SHP005663,ORD005663,,,
SHP005664,ORD005664,TRK400175986,BlueDart,2025-10-31
SHP005665,ORD005665,TRK124688224,BlueDart,2025-03-12
SHP005666,ORD005666,TRK153876274,FedEx,2025-04-05
SHP005667,ORD005667,TRK956894429,FedEx,2025-07-24
SHP005668,ORD005668,TRK261122212,Delhivery,2025-08-20
SHP005669,ORD005669,TRK567558636,Delhivery,2025-02-11
SHP005670,ORD005670,TRK833096369,Delhivery,2025-12-28
SHP005671,ORD005671,,,
SHP005672,ORD005672,TRK629461296,Delhivery,2025-02-24
SHP005673,ORD005673,TRK188702557,Delhivery,2025-09-05
SHP005674,ORD005674,TRK542428966,BlueDart,2025-07-11
SHP005675,ORD005675,,,
SHP005676,ORD005676,,,
SHP005677,ORD005677,,,
SHP005678,ORD005678,,,
SHP005679,ORD005679,TRK173736223,FedEx,2025-08-07
SHP005680,ORD005680,,,
SHP005681,ORD005681,TRK588123112,Delhivery,2025-09-03
SHP005682,ORD005682,TRK244744456,BlueDart,2025-06-16
SHP005683,ORD005683,TRK959859665,FedEx,2025-03-22
SHP005684,ORD005684,TRK591078925,BlueDart,2025-12-10
SHP005685,ORD005685,TRK577801797,ExpressBees,2025-09-20
SHP005686,ORD005686,TRK440924616,Delhivery,2025-11-21
SHP005687,ORD005687,TRK351288179,FedEx,2025-07-27
SHP005688,ORD005688,TRK825000608,Delhivery,2025-05-11
SHP005689,ORD005689,TRK755710664,FedEx,2025-07-18
SHP005690,ORD005690,TRK708016622,Delhivery,2025-02-25
SHP005691,ORD005691,TRK455461609,BlueDart,2025-03-17
SHP005692,ORD005692,TRK378182351,ExpressBees,2025-12-29
SHP005693,ORD005693,TRK325531943,BlueDart,2025-01-15
SHP005694,ORD005694,TRK829178285,FedEx,2025-11-17
SHP005695,ORD005695,TRK200506678,ExpressBees,2025-08-07
SHP005696,ORD005696,,,
SHP005697,ORD005697,,,
SHP005698,ORD005698,,,
SHP005699,ORD005699,TRK850115984,ExpressBees,2025-04-29
SHP005700,ORD005700,,,
SHP005701,ORD005701,TRK773683771,BlueDart,2025-01-04
SHP005702,ORD005702,,,
SHP005703,ORD005703,,,
SHP005704,ORD005704,TRK776238717,BlueDart,2025-03-25
SHP005705,ORD005705,,,
SHP005706,ORD005706,TRK800145007,Delhivery,2026-01-17
SHP005707,ORD005707,TRK559287813,FedEx,2025-10-01
SHP005708,ORD005708,TRK200917002,BlueDart,2025-05-20
SHP005709,ORD005709,TRK997930927,FedEx,2025-06-14
SHP005710,ORD005710,TRK178992824,BlueDart,2025-03-14
SHP005711,ORD005711,,,
SHP005712,ORD005712,TRK679686330,Delhivery,2025-02-03
SHP005713,ORD005713,,,
SHP005714,ORD005714,TRK537185079,Delhivery,2025-03-30
SHP005715,ORD005715,TRK734051187,Delhivery,2025-12-29
SHP005716,ORD005716,,,
SHP005717,ORD005717,TRK655319078,BlueDart,2025-02-05
SHP005718,ORD005718,,,
SHP005719,ORD005719,,,
SHP005720,ORD005720,TRK219133384,Delhivery,2025-05-01
SHP005721,ORD005721,TRK399583662,Delhivery,2025-06-20
SHP005722,ORD005722,TRK934273381,ExpressBees,2025-07-04
SHP005723,ORD005723,TRK867216096,BlueDart,2025-01-08
SHP005724,ORD005724,TRK284869332,FedEx,2025-06-13
SHP005725,ORD005725,TRK800091184,ExpressBees,2025-02-19
SHP005726,ORD005726,,,
SHP005727,ORD005727,TRK224044006,Delhivery,2025-04-19
SHP005728,ORD005728,TRK644436657,BlueDart,2026-01-07
SHP005729,ORD005729,,,
SHP005730,ORD005730,TRK497400818,ExpressBees,2025-03-14
SHP005731,ORD005731,,,
SHP005732,ORD005732,TRK719050472,Delhivery,2025-10-27
SHP005733,ORD005733,TRK293549332,BlueDart,2025-11-26
SHP005734,ORD005734,,,
SHP005735,ORD005735,,,
SHP005736,ORD005736,,,
SHP005737,ORD005737,,,
SHP005738,ORD005738,TRK708366810,BlueDart,2025-01-29
SHP005739,ORD005739,,,
SHP005740,ORD005740,,,
SHP005741,ORD005741,TRK359268506,FedEx,2025-09-07
SHP005742,ORD005742,TRK155347405,ExpressBees,2025-10-31
SHP005743,ORD005743,TRK126760087,ExpressBees,2025-08-28
SHP005744,ORD005744,TRK416819858,ExpressBees,2025-11-24
SHP005745,ORD005745,,,
SHP005746,ORD005746,TRK825886591,Delhivery,2025-05-17
SHP005747,ORD005747,TRK394755780,Delhivery,2025-08-30
SHP005748,ORD005748,TRK750963363,ExpressBees,2025-11-09
SHP005749,ORD005749,,,
SHP005750,ORD005750,,,
SHP005751,ORD005751,TRK255465005,FedEx,2025-12-24
SHP005752,ORD005752,TRK268334750,Delhivery,2026-01-16
SHP005753,ORD005753,,,
SHP005754,ORD005754,TRK724694080,ExpressBees,2025-03-12
SHP005755,ORD005755,,,
SHP005756,ORD005756,,,
SHP005757,ORD005757,,,
SHP005758,ORD005758,TRK386183177,Delhivery,2025-10-10
SHP005759,ORD005759,TRK543131355,BlueDart,2025-05-02
SHP005760,ORD005760,,,
SHP005761,ORD005761,,,
SHP005762,ORD005762,TRK956071254,BlueDart,2025-11-20
SHP005763,ORD005763,TRK692182214,ExpressBees,2025-12-15
SHP005764,ORD005764,,,
SHP005765,ORD005765,TRK771020499,BlueDart,2025-12-26
SHP005766,ORD005766,TRK602689754,BlueDart,2025-10-05
SHP005767,ORD005767,,,
SHP005768,ORD005768,TRK530589425,Delhivery,2025-10-31
SHP005769,ORD005769,,,
SHP005770,ORD005770,,,
SHP005771,ORD005771,TRK775577106,BlueDart,2025-01-05
SHP005772,ORD005772,TRK209467305,Delhivery,2025-06-06
SHP005773,ORD005773,TRK537731796,ExpressBees,2026-02-02
SHP005774,ORD005774,,,
SHP005775,ORD005775,,,
SHP005776,ORD005776,TRK982833863,FedEx,2025-09-11
SHP005777,ORD005777,TRK541418734,Delhivery,2025-01-25
SHP005778,ORD005778,TRK933179665,ExpressBees,2025-08-12
SHP005779,ORD005779,TRK233850141,Delhivery,2025-09-13
SHP005780,ORD005780,,,
SHP005781,ORD005781,TRK225076980,FedEx,2025-07-17
SHP005782,ORD005782,TRK674976339,BlueDart,2025-10-24
SHP005783,ORD005783,TRK499594761,FedEx,2025-04-15
SHP005784,ORD005784,TRK597538875,FedEx,2025-04-19
SHP005785,ORD005785,,,
SHP005786,ORD005786,TRK138986661,ExpressBees,2026-01-25
SHP005787,ORD005787,TRK901104890,FedEx,2025-03-31
SHP005788,ORD005788,TRK153098914,FedEx,2025-10-30
SHP005789,ORD005789,,,
SHP005790,ORD005790,,,
SHP005791,ORD005791,,,
SHP005792,ORD005792,TRK200437114,BlueDart,2025-07-04
SHP005793,ORD005793,,,
SHP005794,ORD005794,,,
SHP005795,ORD005795,TRK992241707,FedEx,2025-11-14
SHP005796,ORD005796,TRK121836970,ExpressBees,2025-02-01
SHP005797,ORD005797,TRK715825709,Delhivery,2025-03-28
SHP005798,ORD005798,,,
SHP005799,ORD005799,TRK268442282,Delhivery,2025-08-30
SHP005800,ORD005800,TRK164291322,Delhivery,2026-01-03
SHP005801,ORD005801,TRK956318536,BlueDart,2025-10-06
SHP005802,ORD005802,TRK610247438,BlueDart,2025-12-10
SHP005803,ORD005803,TRK347942259,Delhivery,2025-05-30
SHP005804,ORD005804,TRK575783874,BlueDart,2025-08-13
SHP005805,ORD005805,TRK692239991,BlueDart,2025-05-24
SHP005806,ORD005806,TRK849852270,BlueDart,2025-02-01
SHP005807,ORD005807,,,
SHP005808,ORD005808,TRK568868156,ExpressBees,2025-06-21
SHP005809,ORD005809,,,
SHP005810,ORD005810,,,
SHP005811,ORD005811,,,
SHP005812,ORD005812,TRK531269749,ExpressBees,2026-01-13
SHP005813,ORD005813,,,
SHP005814,ORD005814,TRK445325906,BlueDart,2025-09-30
SHP005815,ORD005815,TRK485497851,BlueDart,2025-04-12
SHP005816,ORD005816,TRK817742068,Delhivery,2026-01-16
SHP005817,ORD005817,,,
SHP005818,ORD005818,TRK961682504,ExpressBees,2025-03-31
SHP005819,ORD005819,,,
SHP005820,ORD005820,,,
SHP005821,ORD005821,,,
SHP005822,ORD005822,,,
SHP005823,ORD005823,,,
SHP005824,ORD005824,TRK608251509,ExpressBees,2025-09-05
SHP005825,ORD005825,TRK223796738,BlueDart,2025-03-14
SHP005826,ORD005826,,,
SHP005827,ORD005827,TRK753291449,ExpressBees,2025-04-02
SHP005828,ORD005828,TRK460740631,FedEx,2025-01-11
SHP005829,ORD005829,TRK455791495,ExpressBees,2026-01-16
SHP005830,ORD005830,,,
SHP005831,ORD005831,,,
SHP005832,ORD005832,TRK618115717,ExpressBees,2025-07-25
SHP005833,ORD005833,TRK277307560,FedEx,2025-09-07
SHP005834,ORD005834,TRK708812426,ExpressBees,2025-03-09
SHP005835,ORD005835,TRK145987253,ExpressBees,2025-12-05
SHP005836,ORD005836,TRK304994115,ExpressBees,2025-10-28
SHP005837,ORD005837,TRK384902304,BlueDart,2026-02-05
SHP005838,ORD005838,TRK174292686,Delhivery,2025-03-30
SHP005839,ORD005839,TRK801314782,BlueDart,2025-07-07
SHP005840,ORD005840,,,
SHP005841,ORD005841,TRK346605319,ExpressBees,2025-04-22
SHP005842,ORD005842,TRK686699585,ExpressBees,2026-02-06
SHP005843,ORD005843,TRK549086598,FedEx,2025-11-25
SHP005844,ORD005844,,,
SHP005845,ORD005845,,,
SHP005846,ORD005846,,,
SHP005847,ORD005847,TRK971883326,FedEx,2025-02-12
SHP005848,ORD005848,TRK436661470,FedEx,2025-10-30
SHP005849,ORD005849,TRK177105074,BlueDart,2025-07-21
SHP005850,ORD005850,TRK598173835,FedEx,2025-03-29
SHP005851,ORD005851,,,
SHP005852,ORD005852,TRK513124590,ExpressBees,2025-03-24
SHP005853,ORD005853,TRK633130308,FedEx,2025-04-02
SHP005854,ORD005854,TRK828430617,ExpressBees,2025-04-07
SHP005855,ORD005855,TRK807765587,FedEx,2025-07-02
SHP005856,ORD005856,TRK789503731,Delhivery,2025-01-08
SHP005857,ORD005857,TRK851893368,ExpressBees,2026-01-25
SHP005858,ORD005858,TRK801811330,FedEx,2025-02-27
SHP005859,ORD005859,TRK798807962,Delhivery,2025-10-03
SHP005860,ORD005860,TRK347021753,FedEx,2025-04-07
SHP005861,ORD005861,TRK796507218,BlueDart,2025-07-02
SHP005862,ORD005862,,,
SHP005863,ORD005863,,,
SHP005864,ORD005864,TRK612682485,Delhivery,2025-11-24
SHP005865,ORD005865,TRK259595086,Delhivery,2025-07-30
SHP005866,ORD005866,TRK955743495,BlueDart,2025-03-29
SHP005867,ORD005867,TRK620821197,BlueDart,2026-01-25
SHP005868,ORD005868,TRK282873367,BlueDart,2025-06-04
SHP005869,ORD005869,TRK469940500,Delhivery,2025-08-19
SHP005870,ORD005870,,,
SHP005871,ORD005871,TRK998397298,FedEx,2025-10-12
SHP005872,ORD005872,,,
SHP005873,ORD005873,,,
SHP005874,ORD005874,TRK732847241,FedEx,2025-10-30
SHP005875,ORD005875,TRK957415408,FedEx,2026-01-26
SHP005876,ORD005876,,,
SHP005877,ORD005877,TRK866825935,FedEx,2025-04-04
SHP005878,ORD005878,TRK130515123,FedEx,2025-11-30
SHP005879,ORD005879,,,
SHP005880,ORD005880,TRK527687408,ExpressBees,2025-02-18
SHP005881,ORD005881,TRK305445450,Delhivery,2025-03-30
SHP005882,ORD005882,TRK469667855,FedEx,2025-03-27
SHP005883,ORD005883,,,
SHP005884,ORD005884,TRK757618360,Delhivery,2025-05-24
SHP005885,ORD005885,TRK845228066,ExpressBees,2025-02-17
SHP005886,ORD005886,TRK335185786,FedEx,2025-05-31
SHP005887,ORD005887,TRK229893026,BlueDart,2025-10-20
SHP005888,ORD005888,TRK267978744,ExpressBees,2025-10-22
SHP005889,ORD005889,TRK928735548,BlueDart,2025-04-02
SHP005890,ORD005890,,,
SHP005891,ORD005891,TRK225898396,FedEx,2025-01-09
SHP005892,ORD005892,TRK849307633,BlueDart,2025-01-08
SHP005893,ORD005893,TRK486381331,Delhivery,2025-11-09
SHP005894,ORD005894,TRK179768194,BlueDart,2025-12-28
SHP005895,ORD005895,,,
SHP005896,ORD005896,TRK811526520,BlueDart,2025-08-05
SHP005897,ORD005897,TRK149938834,FedEx,2025-07-24
SHP005898,ORD005898,TRK132570640,ExpressBees,2025-03-30
SHP005899,ORD005899,TRK750396456,FedEx,2025-12-25
SHP005900,ORD005900,,,
SHP005901,ORD005901,,,
SHP005902,ORD005902,TRK742604391,Delhivery,2025-03-11
SHP005903,ORD005903,TRK748219917,ExpressBees,2025-08-01
SHP005904,ORD005904,,,
SHP005905,ORD005905,TRK216232405,FedEx,2025-01-03
SHP005906,ORD005906,TRK287542505,BlueDart,2025-05-16
SHP005907,ORD005907,TRK770752732,FedEx,2025-06-26
SHP005908,ORD005908,TRK733257255,FedEx,2025-01-29
SHP005909,ORD005909,TRK665917980,ExpressBees,2025-10-27
SHP005910,ORD005910,,,
SHP005911,ORD005911,TRK295139412,FedEx,2025-08-12
SHP005912,ORD005912,,,
SHP005913,ORD005913,TRK881090651,FedEx,2025-04-06
SHP005914,ORD005914,TRK974728076,FedEx,2025-02-07
SHP005915,ORD005915,TRK393520243,Delhivery,2025-09-05
SHP005916,ORD005916,TRK661333651,BlueDart,2025-05-29
SHP005917,ORD005917,TRK564430647,Delhivery,2025-12-01
SHP005918,ORD005918,,,
SHP005919,ORD005919,TRK200895683,BlueDart,2025-01-11
SHP005920,ORD005920,TRK334084309,Delhivery,2026-01-04
SHP005921,ORD005921,TRK834539981,Delhivery,2025-05-01
SHP005922,ORD005922,TRK189483179,ExpressBees,2025-11-13
SHP005923,ORD005923,TRK204077041,FedEx,2025-02-10
SHP005924,ORD005924,TRK100107794,BlueDart,2025-01-27
SHP005925,ORD005925,TRK304075976,Delhivery,2026-01-14
SHP005926,ORD005926,,,
SHP005927,ORD005927,TRK450373145,FedEx,2025-02-14
SHP005928,ORD005928,TRK658196247,ExpressBees,2025-10-23
SHP005929,ORD005929,TRK128195876,Delhivery,2025-04-24
SHP005930,ORD005930,,,
SHP005931,ORD005931,TRK588112657,Delhivery,2025-07-11
SHP005932,ORD005932,,,
SHP005933,ORD005933,,,
SHP005934,ORD005934,,,
SHP005935,ORD005935,TRK599507069,ExpressBees,2025-11-17
SHP005936,ORD005936,,,
SHP005937,ORD005937,,,
SHP005938,ORD005938,,,
SHP005939,ORD005939,,,
SHP005940,ORD005940,TRK838493461,Delhivery,2025-08-27
SHP005941,ORD005941,,,
SHP005942,ORD005942,TRK191820571,Delhivery,2025-02-16
SHP005943,ORD005943,TRK160846831,ExpressBees,2025-11-03
SHP005944,ORD005944,,,
SHP005945,ORD005945,TRK733455889,BlueDart,2025-07-17
SHP005946,ORD005946,TRK199039215,BlueDart,2025-01-06
SHP005947,ORD005947,,,
SHP005948,ORD005948,,,
SHP005949,ORD005949,TRK278330345,FedEx,2025-08-04
SHP005950,ORD005950,TRK162134607,BlueDart,2025-01-12
SHP005951,ORD005951,TRK836102125,BlueDart,2025-09-30
SHP005952,ORD005952,TRK372473312,Delhivery,2025-03-18
SHP005953,ORD005953,TRK870886458,BlueDart,2025-08-27
SHP005954,ORD005954,TRK466621323,Delhivery,2025-09-07
SHP005955,ORD005955,TRK821813658,Delhivery,2025-12-07
SHP005956,ORD005956,TRK723159726,Delhivery,2025-01-22
SHP005957,ORD005957,TRK346490261,ExpressBees,2025-06-17
SHP005958,ORD005958,TRK649094557,ExpressBees,2025-07-25
SHP005959,ORD005959,TRK610822679,BlueDart,2025-05-27
SHP005960,ORD005960,,,
SHP005961,ORD005961,TRK752616203,FedEx,2025-02-28
SHP005962,ORD005962,,,
SHP005963,ORD005963,TRK486524381,FedEx,2026-01-22
SHP005964,ORD005964,TRK754268593,Delhivery,2025-08-05
